ReserveStatus,Male,Price,CouponDiscount,Domestic,VIPStatus,TripReason,Vehicle,Cancel,LeadTime,IsWeekend,DiscountRatio,BookingMonth,DepartureMonth,BookingWeekday,DepartureWeekday,DepartureHour,BookingHour,FromFreq,ToFreq
2,1,55.43,0.33,1,Unknown,Work,Train,0,1987027.72,0,0.005953454807865777,9,10,5,0,16,16,14641,1311
5,1,27.16,0.0,1,True,Work,Bus,1,26848.953,0,0.0,8,8,4,4,22,15,1021,3607
3,0,21.89,0.0,1,True,Work,Bus,0,297689.663,0,0.0,7,7,0,4,8,21,883,15161
2,0,43.59,0.0,1,Unknown,Int,Train,0,423196.52,1,0.0,8,9,1,6,11,14,6,6142
3,0,51.08,0.0,1,True,Work,Bus,0,289862.95,0,0.0,10,10,0,3,22,13,14641,1237
2,1,25.18,0.0,1,Unknown,Int,Train,0,550689.513,1,0.0,4,5,0,6,23,15,14641,6142
3,0,33.75,0.0,1,True,Work,Bus,0,128037.183,1,0.0,7,7,5,6,22,10,116,846
3,0,34.26,0.0,1,True,Int,Bus,0,191415.373,0,0.0,8,9,1,3,22,17,14641,530
3,0,27.06,0.0,1,True,Int,Bus,0,46832.05,0,0.0,5,5,3,3,15,2,4860,2671
3,1,42.16,0.0,1,True,Work,Bus,0,288781.087,1,0.0,10,10,2,5,22,13,213,15161
2,0,21.47,0.0,1,Unknown,Int,Train,0,1828853.753,0,0.0,8,8,1,1,18,14,545,15161
3,1,34.97,0.0,1,True,Work,Bus,0,252743.697,0,0.0,10,10,6,2,22,23,4860,530
5,0,24.73,0.71,1,True,Work,Bus,1,53918.353,1,0.028710068742418115,7,7,5,6,14,23,14641,3607
2,0,41.41,0.0,1,Unknown,Int,Train,0,1360930.22,0,0.0,6,7,5,0,12,18,5293,15161
2,0,30.43,0.0,1,Unknown,Int,Train,0,104159.27,0,0.0,9,9,3,4,19,14,449,15161
5,1,21.69,0.0,1,True,Work,Bus,1,297356.16,1,0.0,9,10,2,5,23,12,1759,15161
2,1,63.68,0.0,1,Unknown,Int,Train,0,101327.373,1,0.0,4,5,5,6,16,12,14641,1311
5,0,26.76,0.0,1,True,Work,Bus,1,553580.513,0,0.0,9,9,4,3,23,13,3394,1510
2,1,23.48,0.0,1,Unknown,Work,Train,0,1497103.79,0,0.0,9,10,6,2,20,13,1759,15161
3,1,44.59,0.0,1,True,Work,Bus,0,368263.89,1,0.0,10,10,1,5,16,10,275,1311
2,1,41.41,0.0,1,Unknown,Int,Train,0,1103624.833,0,0.0,6,7,5,4,17,22,14641,6142
5,1,27.57,0.0,1,True,Work,Bus,1,171934.81,1,0.0,3,3,4,6,21,21,213,95
3,0,31.22,0.0,1,True,Work,Bus,0,7244.823,0,0.0,11,11,2,2,14,12,1399,998
2,1,43.86,0.0,1,Unknown,Int,Train,0,2090303.92,0,0.0,7,8,4,0,22,17,14641,6142
3,1,36.69,0.0,1,True,Work,Bus,0,10764.933,1,0.0,4,4,5,5,22,19,1399,3607
4,0,31.48,0.0,1,Unknown,Int,Train,1,348518.053,1,0.0,5,6,1,5,14,13,5293,15161
2,0,31.48,0.0,1,Unknown,Int,Train,0,51883.543,0,0.0,6,6,6,0,7,17,14641,6142
3,0,21.89,0.0,1,True,Work,Bus,0,12254.447,1,0.0,10,10,5,5,13,9,883,15161
5,1,24.73,0.0,1,True,Work,Bus,1,78981.333,0,0.0,5,5,0,1,18,20,14641,3607
3,1,35.68,0.0,1,True,Work,Bus,0,16452.333,0,0.0,10,10,4,4,19,14,1759,177
2,0,62.2,0.0,1,Unknown,Int,Train,0,995994.44,0,0.0,10,11,6,3,23,10,5293,15161
3,1,36.49,0.0,1,True,Work,Bus,0,34324.647,0,0.0,8,8,3,3,23,13,14641,1510
2,0,41.41,0.0,1,Unknown,Int,Train,0,1360930.22,0,0.0,6,7,5,0,12,18,5293,15161
3,1,34.05,0.0,1,True,Work,Bus,0,14209.523,0,0.0,10,10,3,3,20,16,1072,15161
3,1,26.35,0.0,1,True,Work,Bus,0,845534.987,1,0.0,9,10,3,6,7,12,3394,523
3,0,24.73,0.0,1,True,Int,Bus,0,20139.107,1,0.0,5,5,6,6,23,18,14641,521
2,1,26.39,0.0,1,Unknown,Int,Train,0,256631.993,0,0.0,3,3,5,1,20,21,1072,15161
5,1,24.73,0.0,1,True,Int,Bus,1,342186.237,1,0.0,8,8,1,5,0,1,14641,3607
3,0,51.08,0.0,1,True,Work,Bus,0,385382.82,0,0.0,7,7,0,4,19,7,3394,15161
5,0,39.09,0.0,1,True,Work,Bus,1,428445.91,1,0.0,8,8,0,5,19,19,9,15161
2,0,52.24,0.0,1,Unknown,Int,Train,0,53506.63,0,0.0,10,10,2,3,14,23,5293,15161
3,0,44.59,0.0,1,True,Int,Bus,0,22870.677,0,0.0,5,5,3,3,15,8,469,998
2,0,41.26,0.0,1,Unknown,Work,Train,0,212675.787,0,0.0,4,4,0,2,23,12,5293,64
5,1,56.76,0.0,1,True,Work,Bus,1,193105.403,0,0.0,7,7,2,4,18,12,123,3607
3,0,23.92,0.0,1,True,Work,Bus,0,53296.113,0,0.0,4,4,1,2,14,23,1399,998
2,0,31.48,0.0,1,Unknown,Int,Train,0,195584.4,0,0.0,8,8,5,0,23,17,14641,6142
4,0,41.41,0.0,1,Unknown,Work,Train,1,629243.643,1,0.0,10,10,5,6,0,17,5293,15161
3,1,29.74,1.49,1,True,Work,Bus,0,161569.083,0,0.05010087424344318,6,6,1,3,8,11,1063,2671
3,1,24.73,0.0,1,True,Work,Bus,0,9384.113,1,0.0,7,7,6,6,23,20,4860,15161
2,0,56.52,0.0,1,Unknown,Int,Train,0,682137.637,0,0.0,7,8,6,0,14,17,233,15161
2,1,25.18,0.0,1,Unknown,Int,Train,0,53023.427,0,0.0,4,4,3,4,7,17,14641,6142
5,1,40.44,0.0,1,True,Work,Bus,1,357233.823,1,0.0,10,10,2,6,10,7,1428,2671
3,1,26.76,0.0,1,True,Work,Bus,0,38973.38,1,0.0,8,8,5,5,23,13,3394,3607
3,1,34.26,0.0,1,True,Int,Bus,0,118919.17,0,0.0,3,3,2,3,21,12,284,3607
5,0,24.73,0.0,1,True,Work,Bus,1,37339.677,1,0.0,10,10,6,6,23,13,14641,3607
2,1,25.18,0.0,1,Unknown,Int,Train,0,543345.57,0,0.0,3,3,5,4,13,6,5293,15161
3,1,27.06,0.0,1,True,Work,Bus,0,10162.197,1,0.0,9,9,6,6,17,14,4860,2671
5,1,24.73,0.0,1,True,Work,Bus,1,91402.243,0,0.0,9,9,2,3,14,13,14641,3607
3,1,51.08,0.0,1,True,Work,Bus,0,254591.123,0,0.0,8,8,5,1,20,21,3394,15161
3,0,24.73,0.0,1,True,Work,Bus,0,269428.413,0,0.0,8,8,0,4,1,22,4860,15161
5,1,57.97,0.0,1,True,Int,Bus,1,640096.053,0,0.0,8,9,2,2,13,3,14641,60
2,1,41.21,0.0,1,Unknown,Int,Train,0,1470660.643,1,0.0,4,5,2,5,22,21,14641,6142
3,1,45.0,0.0,1,True,Work,Bus,0,109853.883,0,0.0,8,8,3,4,15,8,4860,998
3,1,52.2,0.0,1,True,Work,Bus,0,41494.947,1,0.0,7,7,5,5,22,10,1428,15161
3,1,23.92,0.0,1,True,Work,Bus,0,18412.097,1,0.0,3,3,6,6,22,16,3394,1237
2,0,25.18,0.0,1,Unknown,Int,Train,0,1999907.42,0,0.0,2,3,0,2,23,20,14641,6142
3,0,51.08,0.0,1,True,Work,Bus,0,13155.86,0,0.0,5,5,2,2,19,15,14641,1237
3,0,29.59,0.0,1,True,Int,Bus,0,353735.953,0,0.0,7,8,6,3,23,21,449,15161
4,0,58.08,0.0,1,Unknown,Work,Train,1,1693993.97,1,0.0,7,8,0,6,14,23,312,6142
3,1,30.86,0.0,1,True,Work,Bus,0,82322.53,0,0.0,2,2,6,0,21,22,1428,2671
3,0,36.49,0.0,1,True,Work,Bus,0,56633.033,0,0.0,9,9,2,3,8,16,1063,571
3,1,48.45,0.0,1,True,Work,Bus,0,158268.493,0,0.0,10,10,3,4,20,0,4860,90
3,1,33.45,0.0,1,True,Work,Bus,0,246820.283,0,0.0,4,4,6,2,19,22,14641,334
2,0,31.48,0.0,1,Unknown,Work,Train,0,597336.54,0,0.0,5,5,0,0,16,18,5293,15161
2,1,38.93,0.0,1,Unknown,Work,Train,0,277649.253,0,0.0,9,9,1,4,13,8,1399,15161
3,0,35.98,0.0,1,True,Work,Bus,0,298799.943,1,0.0,10,10,3,6,20,9,4860,335
3,1,31.62,0.0,1,True,Work,Bus,0,118420.95,0,0.0,6,6,1,2,10,1,78,15161
3,1,29.8,0.39,1,True,Work,Bus,0,73515.163,0,0.013087248322147652,7,7,2,3,10,14,14641,330
3,1,31.22,0.0,1,True,Work,Bus,0,54268.613,1,0.0,8,8,5,6,9,18,1399,998
3,1,32.94,0.0,1,True,Work,Bus,0,69381.203,0,0.0,7,8,6,0,10,14,3394,998
2,1,20.9,0.0,1,Unknown,Int,Train,0,765628.99,0,0.0,2,2,5,0,15,19,4860,15161
5,0,32.84,0.0,1,True,Work,Bus,1,126071.653,0,0.0,2,2,2,3,22,11,1021,181
2,1,29.01,0.0,1,Unknown,Int,Train,0,85288.59,0,0.0,10,10,2,3,14,14,14641,6142
4,1,33.13,0.0,1,Unknown,Int,Train,1,1614274.46,1,0.0,2,3,0,5,16,23,5293,15161
2,1,38.41,0.0,1,Unknown,Int,Train,0,49259.257,0,0.0,9,9,2,3,2,12,14641,846
2,0,30.43,0.0,1,Unknown,Work,Train,0,463657.723,0,0.0,6,6,6,4,21,12,14641,442
3,1,46.22,0.0,1,True,Work,Bus,0,246774.12,1,0.0,9,9,2,5,17,20,54,15161
2,1,42.37,0.0,1,Unknown,Int,Train,0,1061991.34,0,0.0,9,10,5,3,22,15,5293,15161
3,0,31.11,0.0,1,True,Work,Bus,0,336328.563,0,0.0,4,4,6,2,21,0,70,1311
5,0,20.96,0.0,1,False,Int,Plane,0,1764442.487,1,0.0,9,9,0,6,22,12,1428,6142
2,0,31.48,0.0,1,Unknown,Int,Train,0,897513.193,1,0.0,10,11,2,5,23,14,14641,6142
3,1,34.05,0.0,1,True,Work,Bus,0,129704.897,1,0.0,10,10,5,6,21,9,1072,15161
3,1,26.25,0.0,1,True,Int,Bus,0,257903.91,0,0.0,2,3,0,3,21,21,1072,15161
3,1,42.16,0.0,1,True,Int,Bus,0,222416.76,1,0.0,7,7,3,6,9,19,14641,181
2,0,35.79,0.0,1,Unknown,Work,Train,0,529633.303,0,0.0,11,11,1,0,13,10,427,1237
3,1,24.73,0.0,1,True,Work,Bus,0,74126.073,0,0.0,10,10,0,1,3,6,4860,15161
5,0,21.89,0.0,1,True,Work,Bus,1,42809.807,0,0.0,10,10,1,2,9,21,1021,3607
2,0,31.48,0.0,1,Unknown,Work,Train,0,103558.907,0,0.0,8,8,1,2,14,9,5293,15161
3,1,39.63,0.0,1,True,Work,Bus,0,13431.63,1,0.0,10,10,5,5,23,19,1428,3607
3,0,24.73,0.0,1,True,Int,Bus,0,358018.747,0,0.0,8,8,5,2,23,20,4860,15161
3,1,37.5,0.0,1,True,Int,Bus,0,127731.267,0,0.0,6,6,0,1,20,9,62,3607
2,1,59.66,0.0,1,Unknown,Int,Train,0,1720662.71,0,0.0,8,9,5,4,21,23,14641,6142
3,1,33.85,0.0,1,True,Work,Bus,0,83843.247,0,0.0,10,10,3,4,23,23,4860,8
3,1,37.7,0.0,1,True,Work,Bus,0,949066.033,0,0.0,8,8,0,4,22,22,3394,123
2,0,22.22,0.0,1,Unknown,Int,Train,0,1854718.91,0,0.0,7,8,3,3,23,12,5293,15161
3,1,27.06,0.0,1,True,Work,Bus,0,388983.93,1,0.0,5,5,2,6,23,11,4860,2671
5,1,43.58,0.0,1,True,Work,Bus,1,123916.48,0,0.0,7,7,3,4,21,10,440,15161
4,0,60.17,0.0,1,Unknown,Int,Train,1,2669553.39,0,0.0,8,9,1,4,14,16,1072,6142
5,1,40.54,0.0,1,True,Work,Bus,1,33510.44,0,0.0,9,9,3,3,20,11,3394,1311
3,1,37.09,0.22,1,True,Work,Bus,0,280951.78,0,0.005931517929361013,4,4,5,1,17,10,106,15161
2,0,49.05,0.0,1,Unknown,Work,Train,0,693925.723,0,0.0,9,9,6,0,16,15,3394,15161
2,0,53.61,0.0,1,Unknown,Int,Train,0,1248026.773,1,0.0,9,10,5,6,1,14,5293,1311
2,1,52.76,0.0,1,Unknown,Work,Train,0,101184.177,0,0.0,8,8,1,2,20,16,1759,15161
4,0,31.48,0.0,1,Unknown,Int,Train,1,56170.54,0,0.0,8,8,6,0,8,16,14641,6142
5,0,40.44,0.0,1,True,Work,Bus,1,199041.643,0,0.0,9,9,1,3,9,2,1428,2671
3,1,24.32,0.0,1,True,Work,Bus,0,23982.857,1,0.0,7,7,6,6,7,0,545,15161
2,1,51.9,0.0,1,Unknown,Int,Train,0,19896.197,1,0.0,10,10,5,5,22,16,5293,15161
3,1,24.73,0.0,1,True,Work,Bus,0,97365.13,0,0.0,10,10,3,4,15,12,4860,15161
5,1,21.89,0.0,1,True,Work,Bus,1,132240.88,1,0.0,7,7,4,5,15,2,91,15161
3,1,24.73,0.0,1,True,Work,Bus,0,26599.493,0,0.0,6,6,0,1,0,17,14641,3607
3,1,31.42,0.0,1,True,Work,Bus,0,8870.733,0,0.0,4,4,2,2,17,14,63,523
3,0,29.39,0.0,1,True,Work,Bus,0,95839.593,0,0.0,7,7,6,0,23,20,39,15161
3,1,34.05,0.0,1,True,Work,Bus,0,34001.607,0,0.0,7,7,1,1,21,12,1072,15161
2,0,26.18,0.0,1,Unknown,Int,Train,0,625374.45,1,0.0,6,6,6,6,20,14,1399,95
2,1,28.83,0.0,1,Unknown,Int,Train,0,719862.983,0,0.0,5,5,3,4,18,10,5293,15161
3,1,32.43,0.0,1,True,Int,Bus,0,652489.72,0,0.0,3,3,3,4,10,20,14641,112
4,1,41.15,0.0,1,Unknown,Work,Train,1,1972312.187,0,0.0,3,4,2,4,15,19,14641,1311
3,1,38.92,0.0,1,True,Work,Bus,0,25744.453,1,0.0,7,7,5,5,23,16,222,15161
2,1,31.48,0.0,1,Unknown,Int,Train,0,39554.77,0,0.0,9,9,2,3,8,21,14641,6142
3,1,38.31,0.0,1,False,Work,Bus,0,27919.933,1,0.0,9,9,4,5,0,16,883,15161
2,1,31.48,0.0,1,Unknown,Int,Train,0,304559.83,0,0.0,8,8,3,0,8,19,14641,6142
2,0,50.32,0.0,1,Unknown,Int,Train,0,2253418.987,1,0.0,8,8,1,6,21,19,5293,15161
5,1,30.4,0.0,1,True,Int,Bus,1,14745.003,0,0.0,10,10,2,2,16,12,14641,29
3,1,26.15,0.0,1,True,Work,Bus,0,679447.883,0,0.0,7,7,6,0,14,17,14641,127
2,1,55.43,0.0,1,Unknown,Work,Train,0,2057253.74,0,0.0,9,10,0,3,16,21,1428,15161
5,1,24.73,0.0,1,True,Work,Bus,1,48990.883,0,0.0,9,9,2,3,0,10,4860,15161
2,0,56.97,0.0,1,Unknown,Int,Train,0,1312478.23,0,0.0,6,6,2,3,21,16,14641,6142
3,1,42.16,0.0,1,True,Work,Bus,0,54907.57,0,0.0,11,11,2,3,10,19,14641,181
3,0,26.76,0.0,1,True,Work,Bus,0,81952.117,1,0.0,9,9,4,5,7,8,3394,1510
3,0,50.27,0.0,1,True,Work,Bus,0,98336.307,0,0.0,6,6,6,0,21,17,14641,2671
2,1,22.1,0.0,1,Unknown,Int,Train,0,112129.733,0,0.0,9,9,3,4,18,11,1428,64
3,1,24.73,0.0,1,True,Work,Bus,0,245842.43,0,0.0,9,9,6,2,7,10,14641,521
3,1,29.8,0.0,1,True,Work,Bus,0,219452.603,1,0.0,5,5,3,5,23,10,469,15161
3,1,61.82,0.0,1,True,Work,Bus,0,604627.99,1,0.0,9,9,5,5,14,14,97,2671
2,0,21.41,0.0,1,Unknown,Int,Train,0,713331.077,0,0.0,4,5,0,1,20,14,5293,15161
5,1,29.8,0.0,1,True,Work,Bus,1,77634.067,1,0.0,7,7,5,5,23,1,469,15161
3,1,26.25,0.0,1,True,Work,Bus,0,22176.277,0,0.0,2,2,2,2,23,16,1072,15161
5,0,24.73,0.0,1,True,Work,Bus,1,51731.193,1,0.0,10,10,5,6,10,20,4860,15161
5,0,57.97,0.0,1,True,Work,Bus,1,355679.693,0,0.0,7,7,6,3,14,11,106,15161
3,1,26.35,0.0,1,True,Work,Bus,0,141776.093,0,0.0,4,4,2,4,9,18,102,15161
3,1,24.73,0.0,1,True,Work,Bus,0,88589.07,0,0.0,10,10,6,0,18,17,14641,3607
3,1,40.44,0.0,1,True,Work,Bus,0,76497.83,0,0.0,8,8,0,1,10,13,1428,2671
5,1,44.59,0.0,1,True,Work,Bus,1,863806.313,0,0.0,3,3,4,0,18,18,1063,15161
2,1,33.12,0.0,1,Unknown,Int,Train,0,594936.603,1,0.0,5,5,6,6,14,17,14641,6142
5,1,34.26,0.0,1,True,Work,Bus,1,76937.103,1,0.0,5,5,6,6,23,1,1021,530
2,1,49.05,0.0,1,Unknown,Int,Train,0,671929.95,1,0.0,9,9,4,5,16,22,3394,15161
3,1,31.22,0.0,1,True,Work,Bus,0,373814.343,0,0.0,7,7,4,1,22,14,1399,2671
2,1,42.37,0.0,1,Unknown,Int,Train,0,633401.107,0,0.0,5,5,0,0,18,10,14641,6142
2,1,46.71,0.0,1,Unknown,Int,Train,0,440915.067,0,0.0,8,9,2,0,12,10,14641,19
2,1,46.05,0.0,1,Unknown,Work,Train,0,617462.05,0,0.0,9,9,3,3,12,9,1063,15161
2,1,42.2,0.0,1,Unknown,Int,Train,0,133391.343,0,0.0,9,9,6,0,15,2,5293,521
4,1,32.9,0.0,1,Unknown,Work,Train,1,2676978.387,0,0.0,9,10,1,4,21,22,5293,15161
3,1,39.53,0.0,1,True,Work,Bus,0,30958.957,0,0.0,4,4,0,0,21,12,3394,15161
4,1,56.83,0.0,1,Unknown,Work,Train,1,326562.117,0,0.0,5,5,5,2,11,16,1428,6142
3,0,22.5,0.0,1,True,Int,Bus,0,38682.267,0,0.0,5,5,1,2,8,22,14641,15
3,1,40.13,0.0,1,True,Work,Bus,0,106661.453,0,0.0,10,10,1,2,15,9,1759,77
3,1,40.13,0.0,1,True,Work,Bus,0,29335.973,0,0.0,10,10,3,3,22,14,14641,27
3,1,30.54,0.0,1,True,Work,Bus,0,35905.867,1,0.0,3,3,6,6,10,0,1428,3607
3,1,26.35,0.0,1,True,Int,Bus,0,703939.707,0,0.0,4,5,3,4,14,10,71,15161
3,1,28.38,0.0,1,False,Int,Bus,0,69849.997,0,0.0,8,8,6,0,17,22,213,2671
3,0,26.76,0.0,1,True,Work,Bus,0,40788.287,0,0.0,6,6,0,1,8,21,3394,3607
3,1,63.85,0.0,1,True,Int,Bus,0,485173.08,0,0.0,9,9,6,4,15,0,14641,177
5,1,24.73,0.0,1,True,Work,Bus,1,98844.157,1,0.0,9,9,3,5,1,21,4860,15161
2,0,49.15,0.0,1,Unknown,Int,Train,0,1819564.847,0,0.0,4,5,0,0,17,15,1399,6142
3,0,24.73,0.0,1,True,Work,Bus,0,182515.173,1,0.0,5,5,3,5,14,11,4860,15161
3,1,32.94,0.0,1,True,Work,Bus,0,91502.82,0,0.0,10,10,3,4,22,20,3394,998
2,1,29.52,3.04,1,Unknown,Int,Train,0,1618481.82,0,0.10298102981029811,8,8,4,2,15,21,14641,6142
3,0,24.73,0.0,1,True,Work,Bus,0,23011.557,0,0.0,7,7,0,0,23,17,4860,15161
3,0,26.76,0.0,1,True,Work,Bus,0,518186.813,0,0.0,10,10,5,4,13,13,3394,1510
2,1,38.06,0.0,1,Unknown,Int,Train,0,21171.587,0,0.0,9,9,3,3,22,17,14641,334
3,0,23.35,0.0,1,True,Work,Bus,0,29138.733,0,0.0,10,10,1,1,21,12,101,1237
3,0,30.54,0.0,1,True,Int,Bus,0,133067.983,0,0.0,3,3,2,4,7,18,1428,3607
3,1,29.59,0.0,1,True,Work,Bus,0,7679.553,0,0.0,6,6,0,0,18,15,14641,442
4,1,31.48,0.05,1,Unknown,Int,Train,1,170389.36,1,0.0015883100381194409,7,7,4,5,23,0,14641,6142
2,1,31.95,0.0,1,Unknown,Int,Train,0,69016.487,0,0.0,5,5,6,0,12,16,14641,998
2,0,44.65,0.0,1,Unknown,Work,Train,0,514126.297,1,0.0,8,9,6,5,15,16,14641,6142
3,0,29.8,0.0,1,True,Work,Bus,0,44264.123,0,0.0,9,9,3,3,23,11,469,15161
3,1,47.63,0.0,1,True,Int,Bus,0,155734.753,0,0.0,10,10,1,2,20,1,4860,442
4,0,41.41,0.0,1,Unknown,Int,Train,1,1470081.903,1,0.0,7,8,2,5,23,23,14641,6142
3,1,22.72,0.0,1,True,Int,Bus,0,224491.35,0,0.0,7,7,4,0,9,19,85,2671
2,0,41.41,0.0,1,Unknown,Int,Train,0,4565495.743,1,0.0,6,8,2,6,12,16,5293,15161
3,1,24.73,0.0,1,True,Work,Bus,0,3205.877,0,0.0,5,5,1,1,16,15,4860,15161
3,1,57.16,0.0,1,True,Work,Bus,0,169578.643,0,0.0,8,8,6,1,19,19,284,15161
2,0,32.89,0.0,1,Unknown,Int,Train,0,1042745.197,0,0.0,7,8,5,3,16,15,4860,15161
3,1,24.73,0.0,1,True,Work,Bus,0,198196.1,0,0.0,10,10,5,0,19,11,14641,521
5,1,24.73,0.0,1,True,Work,Bus,1,747372.58,0,0.0,7,8,6,1,5,13,4860,15161
5,1,32.94,0.0,1,True,Work,Bus,1,45701.133,1,0.0,8,8,6,6,23,10,3394,998
3,1,33.45,0.0,1,True,Work,Bus,0,83359.73,0,0.0,2,2,1,2,22,22,440,15161
3,1,37.7,0.0,1,True,Work,Bus,0,176946.367,0,0.0,5,5,6,1,22,21,3394,123
2,0,41.41,0.0,1,Unknown,Int,Train,0,428967.337,0,0.0,7,7,5,3,12,13,5293,15161
3,0,28.38,0.0,1,True,Int,Bus,0,241698.487,0,0.0,8,8,4,0,6,10,149,15161
4,1,50.26,0.0,1,Unknown,Work,Train,1,95018.103,1,0.0,10,10,4,5,15,12,14641,1311
3,1,21.89,0.0,1,True,Work,Bus,0,3050.953,0,0.0,7,7,0,0,17,16,883,15161
3,1,29.39,0.0,1,True,Work,Bus,0,3017.25,0,0.0,2,2,3,3,22,21,1759,15161
2,0,25.18,0.0,1,Unknown,Int,Train,0,56619.727,0,0.0,3,3,2,3,7,16,14641,6142
3,1,36.69,0.0,1,True,Work,Bus,0,20286.763,0,0.0,7,7,2,2,20,14,4860,1237
5,1,62.13,0.0,1,True,Work,Bus,1,554420.913,0,0.0,8,8,5,4,14,3,1428,1510
2,1,31.48,0.0,1,Unknown,Work,Train,0,14216.01,0,0.0,7,7,3,3,23,19,14641,6142
5,0,24.73,0.0,1,True,Work,Bus,1,144470.527,0,0.0,9,9,1,3,12,20,4860,15161
3,0,21.89,0.0,1,True,Int,Bus,0,830706.28,0,0.0,5,5,6,2,10,19,14641,846
3,1,24.73,0.0,1,True,Int,Bus,0,117914.023,0,0.0,10,10,2,3,23,15,4860,15161
3,1,31.01,0.0,1,True,Work,Bus,0,33308.287,0,0.0,8,8,4,4,23,13,14641,52
5,0,26.76,0.0,1,True,Work,Bus,1,516946.477,1,0.0,9,9,6,5,7,7,3394,1510
5,1,45.61,0.0,1,True,Work,Bus,1,151740.08,1,0.0,10,10,4,6,16,21,469,63
2,1,52.73,0.0,1,Unknown,Int,Train,0,1546276.127,0,0.0,8,9,6,3,13,15,14641,6142
5,1,24.73,0.0,1,True,Work,Bus,1,1740381.09,0,0.0,9,9,5,4,15,12,4860,15161
5,1,24.73,0.0,1,True,Work,Bus,1,93211.203,0,0.0,8,8,6,0,23,21,14641,3607
4,1,31.48,0.0,1,Unknown,Int,Train,1,59455.843,1,0.0,10,10,5,6,7,15,5293,15161
2,0,41.41,1.19,1,Unknown,Int,Train,0,1663835.447,1,0.028737020043467763,8,9,6,5,0,18,5293,15161
4,1,60.48,0.0,1,Unknown,Int,Train,1,813718.363,1,0.0,9,10,3,5,21,10,14641,6142
2,0,31.48,0.0,1,Unknown,Int,Train,0,1904519.03,1,0.0,7,8,4,5,23,22,14641,6142
2,0,26.74,0.0,1,Unknown,Work,Train,0,469799.07,0,0.0,8,8,2,0,21,11,14641,1510
3,0,21.89,0.0,1,True,Work,Bus,0,11430.203,0,0.0,10,10,0,0,15,12,883,15161
3,1,42.57,0.0,1,True,Work,Bus,0,84878.607,1,0.0,4,4,4,5,16,16,123,3607
3,0,29.59,0.0,1,True,Int,Bus,0,703435.357,0,0.0,5,6,1,2,12,8,14641,442
3,0,40.54,0.0,1,True,Work,Bus,0,259970.43,1,0.0,5,5,3,6,21,21,4860,1311
5,0,46.62,0.0,1,True,Int,Bus,1,890010.967,1,0.0,4,5,3,6,16,9,40,2671
3,0,26.35,0.52,1,True,Int,Bus,0,56588.69,0,0.019734345351043642,5,5,6,0,12,20,3394,3607
5,1,39.63,0.0,1,True,Int,Bus,1,875623.67,0,0.0,7,7,6,2,22,19,1428,3607
2,0,44.65,0.0,1,Unknown,Int,Train,0,344663.833,0,0.0,5,5,6,3,16,16,14641,6142
2,1,26.74,0.0,1,Unknown,Work,Train,0,689762.157,0,0.0,5,5,0,1,22,22,14641,1510
5,1,24.73,0.0,1,True,Work,Bus,1,76744.467,1,0.0,10,10,5,6,16,19,320,15161
3,1,24.73,0.0,1,True,Int,Bus,0,181298.583,0,0.0,6,6,5,0,23,20,4860,15161
3,1,29.8,0.0,1,True,Work,Bus,0,1148824.48,0,0.0,9,9,5,4,23,16,469,15161
3,0,24.73,0.0,1,True,Int,Bus,0,38422.337,0,0.0,9,9,1,2,8,21,14641,3607
2,0,31.48,0.0,1,Unknown,Int,Train,0,229396.89,0,0.0,8,8,5,0,23,8,14641,6142
4,0,56.73,0.0,1,Unknown,Work,Train,1,1059499.367,1,0.0,9,9,6,5,4,21,14641,846
3,1,24.73,0.0,1,True,Work,Bus,0,50188.453,0,0.0,10,10,3,3,23,10,4860,15161
3,1,21.89,0.0,1,True,Int,Bus,0,34107.473,0,0.0,8,8,0,0,13,4,62,15161
4,1,55.1,1.59,1,Unknown,Int,Train,1,5208937.317,1,0.02885662431941924,6,8,2,6,23,16,14641,6142
3,1,24.73,0.0,1,True,Work,Bus,0,107005.937,1,0.0,8,8,4,5,14,8,4860,15161
3,1,51.08,0.0,1,True,Work,Bus,0,25421.257,1,0.0,9,9,6,6,19,11,3394,15161
2,0,41.41,0.0,1,Unknown,Int,Train,0,94545.437,0,0.0,8,8,2,3,17,14,14641,6142
3,1,32.94,0.0,1,True,Work,Bus,0,120148.243,0,0.0,9,9,2,3,23,13,3394,998
2,0,63.34,0.0,1,Unknown,Int,Train,0,76396.607,0,0.0,9,9,3,4,17,20,1021,6142
4,1,38.93,0.0,1,Unknown,Work,Train,1,170720.287,0,0.0,10,10,2,4,13,13,1399,15161
3,1,27.36,0.0,1,True,Work,Bus,0,91940.697,0,0.0,7,7,6,0,12,10,545,3607
2,1,51.9,0.0,1,Unknown,Work,Train,0,410844.633,0,0.0,9,10,4,2,15,21,14641,6142
3,1,35.27,0.0,1,True,Work,Bus,0,76318.597,0,0.0,9,9,6,0,12,15,123,15161
3,1,43.58,0.0,1,True,Work,Bus,0,24371.037,0,0.0,6,6,4,4,23,17,440,15161
3,0,49.05,0.0,1,True,Work,Bus,0,103685.03,0,0.0,10,10,3,4,17,12,4860,80
4,0,59.35,0.0,1,Unknown,Int,Train,1,1189695.17,1,0.0,9,9,6,6,14,19,14641,998
5,0,39.73,0.0,1,True,Work,Bus,1,295651.407,1,0.0,9,9,2,5,22,11,4860,846
3,1,53.51,0.0,1,True,Int,Bus,0,834147.393,0,0.0,8,8,2,4,16,0,20,15161
